net,length_um
MEM_WB_LDM\[12\],8.44
_02059_,8.44
_02168_,8.44
_02423_,8.44
_02446_,8.44
_02520_,8.44
_02665_,8.44
_03961_,8.44
_04078_,8.44
net282,8.44
net375,8.44
net1395,8.44
_00587_,8.42
_03067_,8.42
net1373,8.42
_00544_,8.405
_01854_,8.4
_02135_,8.4
_02299_,8.4
_03753_,8.4
_03762_,8.4
_03932_,8.4
_05142_,8.4
_00398_,8.385
_00823_,8.38
_01255_,8.38
net328,8.38
net785,8.38
net1311,8.38
net1325,8.38
net1326,8.38
REG\[10\]\[1\],8.365
_00648_,8.365
DM\[19\]\[17\],8.36
DM\[23\]\[14\],8.36
DM\[25\]\[24\],8.36
MEM_WB_LDM\[6\],8.36
_01771_,8.36
_02540_,8.36
_04147_,8.36
_04198_,8.36
_04455_,8.36
_05477_,8.36
net419,8.36
net522,8.36
net1274,8.36
net1276,8.36
net1349,8.36
DM\[15\]\[15\],8.34
_02502_,8.34
_02784_,8.34
_03700_,8.34
_04868_,8.34
_05709_,8.34
net224,8.34
net256,8.34
net373,8.34
net397,8.34
net763,8.34
net868,8.34
net1530,8.34
_00163_,8.325
_00328_,8.325
_00613_,8.325
net172,8.325
DM\[13\]\[27\],8.32
DM\[19\]\[30\],8.32
DM\[3\]\[20\],8.32
DM\[9\]\[10\],8.32
DM\[9\]\[2\],8.32
_00458_,8.305
_00463_,8.305
_00511_,8.3
_05359_,8.3
_05526_,8.3
net351,8.3
net1280,8.3
_00292_,8.285
_00331_,8.285
_01369_,8.28
_04290_,8.28
_05627_,8.28
net435,8.28
net520,8.28
net546,8.28
net876,8.28
net1099,8.28
net1182,8.28
net1372,8.28
net1428,8.28
net1494,8.28
_00385_,8.265
_00599_,8.265
_01460_,8.26
DM\[18\]\[19\],8.245
DM\[2\]\[17\],8.245
_01220_,8.245
DM\[27\]\[15\],8.24
DM\[3\]\[3\],8.24
REG\[12\]\[15\],8.24
_02072_,8.24
net1050,8.22
_00673_,8.205
DM\[11\]\[26\],8.2
DM\[25\]\[10\],8.2
REG\[14\]\[19\],8.2
_01757_,8.2
_02188_,8.2
_04559_,8.2
_05817_,8.2
_00471_,8.185
_05994_,8.165
_03093_,8.16
_03626_,8.16
_00399_,8.155
_00479_,8.155
_00501_,8.155
_00820_,8.155
_00950_,8.155
_00844_,8.145
IF_ID_IR\[10\],8.14
_02571_,8.14
_03571_,8.14
_04110_,8.14
net148,8.14
net1119,8.14
net1213,8.14
net1264,8.14
net1302,8.14
net1362,8.14
net1391,8.14
DM\[14\]\[15\],8.125
_00012_,8.12
_00020_,8.12
_05651_,8.12
IF_ID_NPC\[3\],8.1
_01765_,8.1
_01944_,8.1
_02048_,8.1
_02237_,8.1
_02361_,8.1
_02659_,8.1
_02698_,8.1
_02728_,8.1
_03068_,8.1
_03181_,8.1
_03418_,8.1
_03779_,8.1
_04113_,8.1
_04169_,8.1
_04324_,8.1
_05086_,8.1
_05628_,8.1
_05640_,8.1
net198,8.1
net304,8.1
net484,8.1
_00391_,8.085
_00318_,8.065
_00473_,8.065
_00521_,8.065
_00564_,8.065
_00967_,8.065
_01025_,8.065
REG\[10\]\[29\],8.06
_01574_,8.06
_02229_,8.06
_02325_,8.06
_02497_,8.06
_02615_,8.06
_02786_,8.06
_02953_,8.06
_03823_,8.06
_03891_,8.06
_03933_,8.06
_03962_,8.06
_05024_,8.06
NPC[0],8.04
NPC[26],8.04
NPC[2],8.04
NPC[4],8.04
NPC[7],8.04
NPC[9],8.04
WB_OUT[1],8.04
WB_OUT[28],8.04
WB_OUT[29],8.04
_01454_,8.04
_01946_,8.04
_04709_,8.04
_05911_,8.04
_00896_,8.035
_00917_,8.035
_00953_,8.035
DM\[2\]\[30\],8.025
_00263_,8.025
_01678_,8.02
_01980_,8.02
_02102_,8.02
_02123_,8.02
_02486_,8.02
_02684_,8.02
_03379_,8.02
_03600_,8.02
_04045_,8.02
_04148_,8.02
_04272_,8.02
_04291_,8.02
_04666_,8.02
_05468_,8.02
_05510_,8.02
_05673_,8.02
_05852_,8.02
_05919_,8.02
net381,8.02
net732,8.02
net833,8.02
net1013,8.02
net1338,8.02
net1447,8.02
_02551_,8
_02711_,8
_04913_,8
_05672_,7.99
_00303_,7.985
_00390_,7.985
_00791_,7.985
_00930_,7.985
_01028_,7.985
_01440_,7.985
_02031_,7.98
_02239_,7.98
_02409_,7.98
_02809_,7.98
_02875_,7.98
_02907_,7.98
_03681_,7.98
_03926_,7.98
_04122_,7.98
_04215_,7.98
_04313_,7.98
_04551_,7.98
_04644_,7.98
_04716_,7.98
_05523_,7.98
_05611_,7.98
net267,7.98
net450,7.98
net527,7.98
net704,7.98
net705,7.98
_01544_,7.945
_00298_,7.94
_00607_,7.94
_01979_,7.94
_02264_,7.94
_02287_,7.94
_02369_,7.94
_02432_,7.94
_02603_,7.94
_02638_,7.94
_02699_,7.94
_02787_,7.94
_02813_,7.94
_02915_,7.94
_03017_,7.94
_03018_,7.94
_03729_,7.94
_03821_,7.94
_03837_,7.94
_04316_,7.94
_05689_,7.94
_00833_,7.925
_04547_,7.92
_04695_,7.92
_04876_,7.92
_06007_,7.92
_06010_,7.92
net349,7.92
net425,7.92
net591,7.92
net804,7.92
net869,7.92
net885,7.92
net898,7.92
net1035,7.92
net1208,7.92
net1450,7.92
_01332_,7.905
DM\[5\]\[26\],7.9
_01729_,7.9
_04694_,7.9
_04732_,7.9
_04845_,7.9
_05114_,7.9
_05677_,7.9
net269,7.9
net389,7.9
_03192_,7.88
net234,7.88
net358,7.88
net411,7.88
net458,7.88
net657,7.88
net790,7.88
net865,7.88
net890,7.88
net1324,7.88
net1417,7.88
_00518_,7.865
DM\[19\]\[20\],7.86
DM\[9\]\[29\],7.86
_03251_,7.86
_04900_,7.86
_05197_,7.86
net434,7.86
_00216_,7.845
_00443_,7.845
_00764_,7.845
_00031_,7.84
net398,7.84
_00718_,7.835
_05714_,7.82
net238,7.82
net310,7.82
net654,7.82
net678,7.82
net718,7.82
net731,7.82
net1032,7.82
net1356,7.82
_01111_,7.815
RN,7.81
_00152_,7.805
_01046_,7.805
net983,7.8
net1023,7.8
REG\[11\]\[3\],7.78
REG\[11\]\[6\],7.78
REG\[15\]\[23\],7.78
_03060_,7.78
_04572_,7.78
_05020_,7.78
net77,7.775
_00902_,7.765
REG\[11\]\[15\],7.76
_00260_,7.745
_01423_,7.745
DM\[15\]\[24\],7.74
_03849_,7.74
_05056_,7.74
_05902_,7.74
_00159_,7.725
_00416_,7.715
_00782_,7.695
_01470_,7.695
_04927_,7.69
_00085_,7.685
_00087_,7.685
_00497_,7.685
_02455_,7.68
_03882_,7.68
_04342_,7.68
_04392_,7.68
_05030_,7.68
_05097_,7.68
_05099_,7.68
net1287,7.68
net1512,7.68
_04562_,7.66
_05794_,7.66
DM\[5\]\[10\],7.64
_02431_,7.64
_02760_,7.64
_02768_,7.64
_02801_,7.64
_02863_,7.64
_02945_,7.64
_03002_,7.64
_03699_,7.64
_03834_,7.64
_04246_,7.64
_04249_,7.64
_05008_,7.64
_05166_,7.64
_05500_,7.64
_05837_,7.64
net191,7.64
net356,7.64
net826,7.64
net1259,7.64
net1261,7.64
net1488,7.64
_00413_,7.635
_01958_,7.62
_05574_,7.62
_05704_,7.62
_00597_,7.615
_00687_,7.605
_01024_,7.605
_01542_,7.605
_06016_,7.605
_02331_,7.6
_02517_,7.6
_02798_,7.6
_02874_,7.6
_03004_,7.6
_03665_,7.6
_03832_,7.6
_04240_,7.6
_04311_,7.6
_04325_,7.6
net1267,7.6
_00363_,7.58
_01848_,7.58
_02733_,7.58
_03907_,7.58
_05198_,7.58
_03459_,7.575
_00069_,7.565
_00235_,7.565
_00423_,7.565
_00514_,7.565
_00532_,7.565
_00711_,7.565
_00767_,7.565
_00885_,7.565
_01047_,7.565
_01160_,7.565
_01261_,7.565
_01270_,7.565
_01414_,7.565
_01436_,7.565
_01503_,7.565
_01669_,7.56
_01751_,7.56
_01762_,7.56
_02657_,7.56
_03141_,7.56
_03471_,7.56
_03587_,7.56
_04165_,7.56
_04371_,7.56
net196,7.56
net374,7.56
net380,7.56
net539,7.56
net685,7.56
net746,7.56
net931,7.56
net932,7.56
net1248,7.56
net1357,7.56
net1529,7.56
_00209_,7.545
_00644_,7.54
_00797_,7.54
_02450_,7.54
_05610_,7.54
_00172_,7.525
_00720_,7.525
_00812_,7.525
DM\[3\]\[16\],7.52
DM\[3\]\[25\],7.52
_02144_,7.52
_02366_,7.52
_02420_,7.52
_02565_,7.52
_02655_,7.52
_02903_,7.52
_02932_,7.52
_02966_,7.52
_02986_,7.52
_03036_,7.52
_03054_,7.52
_03368_,7.52
_03596_,7.52
_03674_,7.52
_03991_,7.52
_04210_,7.52
_04251_,7.52
_05156_,7.52
_05395_,7.52
_06002_,7.52
net244,7.52
net283,7.52
net354,7.52
net423,7.52
net503,7.52
net666,7.52
net677,7.52
net870,7.52
net1075,7.52
_01363_,7.505
DM\[20\]\[7\],7.5
_04910_,7.5
_05725_,7.5
_01459_,7.48
_02772_,7.48
_03013_,7.48
_03046_,7.48
_03693_,7.48
_00360_,7.475
_00932_,7.475
_00719_,7.46
_05499_,7.46
_05671_,7.46
net341,7.46
net409,7.46
net548,7.46
net650,7.46
net672,7.46
net741,7.46
net809,7.46
net818,7.46
net917,7.46
net958,7.46
net990,7.46
net1190,7.46
net1196,7.46
net1422,7.46
net1452,7.46
net1506,7.46
_00523_,7.445
DM\[15\]\[23\],7.44
DM\[15\]\[7\],7.44
DM\[19\]\[8\],7.44
DM\[20\]\[24\],7.44
DM\[27\]\[12\],7.44
REG\[11\]\[9\],7.44
_00023_,7.44
_01761_,7.44
_02034_,7.44
_02182_,7.44
_02541_,7.44
_02834_,7.44
_05872_,7.44
net289,7.44
net1003,7.44
net105,7.435
_04280_,7.42
_04467_,7.42
_04497_,7.42
_05991_,7.42
net270,7.42
net361,7.42
net379,7.42
net595,7.42
net1475,7.42
DM\[5\]\[29\],7.4
_04671_,7.4
_05826_,7.4
net496,7.4
net1247,7.4
_00258_,7.385
_01477_,7.385
_04549_,7.38
_04675_,7.38
net1238,7.38
_05587_,7.36
net426,7.36
net510,7.36
net866,7.36
net1051,7.36
net1431,7.36
net1519,7.36
net1541,7.36
_00262_,7.355
_00389_,7.355
_00660_,7.355
_00692_,7.355
_00074_,7.345
_00137_,7.345
_00225_,7.345
_00515_,7.345
_00519_,7.345
_01495_,7.345
_05301_,7.34
net1482,7.34
_05884_,7.325
DM\[20\]\[29\],7.32
_05638_,7.32
net689,7.32
_00274_,7.305
_00394_,7.305
_00625_,7.305
_01000_,7.305
_01196_,7.305
_01818_,7.3
net309,7.3
net1064,7.3
net1443,7.3
_00075_,7.285
_00220_,7.285
_00612_,7.285
_00646_,7.285
MEM_WB_LDM\[10\],7.28
_04632_,7.28
_05641_,7.28
_00120_,7.265
_00287_,7.265
_00717_,7.265
_04889_,7.26
_05325_,7.255
_00754_,7.245
_00758_,7.245
_01066_,7.245
_01899_,7.24
_03356_,7.24
_03405_,7.24
_02166_,7.22
_02511_,7.22
_02645_,7.22
_03408_,7.22
_03538_,7.22
_03668_,7.22
_03917_,7.22
_04115_,7.22
_04174_,7.22
_05122_,7.22
_05190_,7.22
_05293_,7.22
_05966_,7.22
net669,7.22
net841,7.22
net995,7.22
net1211,7.22
net1337,7.22
net1387,7.22
net1402,7.22
net1504,7.22
REG\[15\]\[12\],7.2
_01930_,7.2
_02343_,7.2
_04277_,7.2
_04300_,7.2
_00500_,7.195
_00228_,7.185
DM\[23\]\[19\],7.18
_01797_,7.18
_02384_,7.18
_02580_,7.18
_02593_,7.18
_02916_,7.18
_02950_,7.18
_02971_,7.18
_03005_,7.18
_03767_,7.18
_03791_,7.18
_03810_,7.18
_03826_,7.18
_03956_,7.18
_03999_,7.18
_04013_,7.18
_04145_,7.18
_04361_,7.18
_04907_,7.18
_05083_,7.18
_05505_,7.18
net620,7.18
net1165,7.18
_00112_,7.165
_00322_,7.165
net1505,7.16
_00135_,7.145
_00693_,7.145
_00888_,7.145
_01226_,7.145
_00270_,7.14
_02771_,7.14
_03836_,7.14
_04629_,7.14
_05258_,7.14
_05577_,7.125
_00633_,7.12
_01407_,7.12
_01605_,7.12
_01703_,7.12
_02095_,7.12
_05541_,7.12
_00596_,7.105
_00771_,7.105
_01550_,7.105
DM\[20\]\[5\],7.1
MEM_WB_ALUOUT\[5\],7.1
_01681_,7.1
_01739_,7.1
_02100_,7.1
_02190_,7.1
_02200_,7.1
_02946_,7.1
_03239_,7.1
_03286_,7.1
_03635_,7.1
_04393_,7.1
_04411_,7.1
_05129_,7.1
_05780_,7.1
net203,7.1
net219,7.1
net288,7.1
net670,7.1
net1026,7.1
net1144,7.1
_00622_,7.08
_04112_,7.08
_05195_,7.08
_05997_,7.08
MEM_WB_LDM\[19\],7.06
_01756_,7.06
_01872_,7.06
_01908_,7.06
_01947_,7.06
_02171_,7.06
_02192_,7.06
_02258_,7.06
_02530_,7.06
_02554_,7.06
_03482_,7.06
_03714_,7.06
_03798_,7.06
_04068_,7.06
_04373_,7.06
_04826_,7.06
_05450_,7.06
net860,7.06
_00185_,7.045
_00026_,7.025
_00655_,7.025
_01269_,7.025
_01534_,7.025
_00302_,7.015
_00937_,7.015
_00306_,7
_00848_,7
_01858_,7
_03499_,7
_04076_,7
net252,7
net333,7
net350,7
net490,7
net623,7
net727,7
net1143,7
net1269,7
net1369,7
net1389,7
net1484,7
net1538,7
_00808_,6.985
DM\[13\]\[11\],6.98
DM\[23\]\[1\],6.98
REG\[11\]\[31\],6.98
_03904_,6.98
_04660_,6.98
_05334_,6.98
net233,6.98
net441,6.98
REG\[14\]\[3\],6.96
_01127_,6.96
_05558_,6.96
net604,6.96
net661,6.96
net686,6.96
net823,6.96
net895,6.96
net1273,6.96
net1336,6.96
_05623_,6.94
_05914_,6.94
net1485,6.94
_00382_,6.935
_00486_,6.925
_00499_,6.925
_00615_,6.925
_00774_,6.925
net264,6.92
net475,6.92
_04999_,6.9
_05177_,6.9
net414,6.9
net431,6.9
net541,6.9
net828,6.9
net1466,6.9
net1470,6.9
_00309_,6.885
_05755_,6.88
net326,6.88
net399,6.88
net408,6.88
net1455,6.88
DM\[20\]\[21\],6.86
REG\[11\]\[30\],6.86
_02371_,6.86
_02492_,6.86
_04501_,6.86
_04546_,6.86
_05653_,6.86
net940,6.86
_00171_,6.845
_00537_,6.845
_00679_,6.845
_04558_,6.84
_05879_,6.84
_00281_,6.825
_00793_,6.825
_01002_,6.825
_01082_,6.825
_01232_,6.825
_01353_,6.825
REG\[11\]\[10\],6.82
_00345_,6.82
_02372_,6.82
_00460_,6.805
_02621_,6.8
_04553_,6.8
_00307_,6.785
_01795_,6.78
_03441_,6.78
_05094_,6.78
net1394,6.78
_00042_,6.77
_00736_,6.765
_00819_,6.765
_00908_,6.765
EX_MEM_ALUOUT\[18\],6.76
IF_ID_NPC\[0\],6.76
_00730_,6.76
_01746_,6.76
_02116_,6.76
_02284_,6.76
_03340_,6.76
_04093_,6.76
_04095_,6.76
_04296_,6.76
_04309_,6.76
_04329_,6.76
_04338_,6.76
_04653_,6.76
_04879_,6.76
_05225_,6.76
_05496_,6.76
_05555_,6.76
net651,6.76
net959,6.76
net1186,6.76
net1195,6.76
net1256,6.76
_04081_,6.74
_04554_,6.74
_04726_,6.74
_04953_,6.74
_05001_,6.74
DM\[19\]\[25\],6.72
DM\[4\]\[11\],6.72
IF_ID_NPC\[2\],6.72
_02256_,6.72
_02355_,6.72
_02411_,6.72
_02993_,6.72
_03171_,6.72
_03763_,6.72
_03898_,6.72
_03980_,6.72
_04039_,6.72
_04105_,6.72
_04226_,6.72
_04328_,6.72
_04646_,6.72
_04689_,6.72
_04744_,6.72
_04862_,6.72
_04878_,6.72
_05101_,6.72
_05380_,6.72
_05516_,6.72
net797,6.72
_00291_,6.705
_00487_,6.705
_00653_,6.705
_01275_,6.705
_05596_,6.69
_00455_,6.685
_00558_,6.685
_00637_,6.685
_00778_,6.685
_00877_,6.685
_01146_,6.685
_01536_,6.685
_03052_,6.66
_05045_,6.66
net211,6.66
_04840_,6.65
_00325_,6.645
_01538_,6.645
_01633_,6.64
_01747_,6.64
_02419_,6.64
_03151_,6.64
_03605_,6.64
_03787_,6.64
_03885_,6.64
_03890_,6.64
_04103_,6.64
_04111_,6.64
_04206_,6.64
_04388_,6.64
_04409_,6.64
_04627_,6.64
_04715_,6.64
_05180_,6.64
_05760_,6.64
net259,6.64
net348,6.64
net600,6.64
net617,6.64
net703,6.64
net793,6.64
net803,6.64
net859,6.64
net1085,6.64
net1164,6.64
net1316,6.64
_01337_,6.625
_01488_,6.625
_04835_,6.62
_05098_,6.62
_05575_,6.61
MEM_WB_IR\[13\],6.6
_01838_,6.6
_02063_,6.6
_02585_,6.6
_02750_,6.6
_02777_,6.6
_02877_,6.6
_02972_,6.6
_02985_,6.6
_02995_,6.6
_03203_,6.6
_03893_,6.6
_04136_,6.6
_04229_,6.6
_04312_,6.6
_05201_,6.6
_05216_,6.6
_05847_,6.6
net449,6.6
net452,6.6
net832,6.6
_01271_,6.565
_00929_,6.545
_00119_,6.54
_00200_,6.54
_00526_,6.54
_00536_,6.54
_00873_,6.54
_03618_,6.54
_05164_,6.54
net243,6.54
net322,6.54
net532,6.54
net655,6.54
net743,6.54
net769,6.54
net819,6.54
net831,6.54
net875,6.54
net882,6.54
net904,6.54
net912,6.54
net1049,6.54
net1175,6.54
net1235,6.54
net1290,6.54
net1304,6.54
net1332,6.54
net1399,6.54
net1445,6.54
net1465,6.54
net1469,6.54
net1543,6.54
_00804_,6.525
MEM_WB_LDM\[28\],6.52
_01913_,6.52
_02401_,6.52
_04370_,6.52
_04961_,6.52
_05243_,6.52
_05664_,6.52
_05716_,6.52
_05823_,6.52
net222,6.52
net228,6.52
net555,6.52
net766,6.52
net935,6.52
_00177_,6.5
_03320_,6.5
_04692_,6.5
_04916_,6.5
net545,6.5
net624,6.5
net825,6.5
net851,6.5
net919,6.5
_01403_,6.495
_04561_,6.48
_04995_,6.48
_00084_,6.475
_00097_,6.465
_00223_,6.465
_00247_,6.465
_00559_,6.465
_00594_,6.465
_03972_,6.46
_05290_,6.44
_05471_,6.44
net446,6.44
net596,6.44
net707,6.44
net756,6.44
net820,6.44
net908,6.44
net1299,6.44
net1317,6.44
net1320,6.44
net1427,6.44
net1448,6.44
_00296_,6.425
_01467_,6.425
_00254_,6.42
_03857_,6.42
_05899_,6.42
net742,6.42
DM\[2\]\[12\],6.405
MEM_WB_LDM\[17\],6.4
MEM_WB_LDM\[23\],6.4
_02330_,6.4
_04295_,6.4
_05096_,6.4
_01341_,6.395
_04567_,6.38
_04909_,6.38
_05062_,6.38
_05300_,6.38
net585,6.38
net813,6.38
_00083_,6.365
_00090_,6.365
_00098_,6.365
_00153_,6.365
_00284_,6.365
_00339_,6.365
_00397_,6.365
_00469_,6.365
_00490_,6.365
_00573_,6.365
_00603_,6.365
_00738_,6.365
_01107_,6.365
_01274_,6.365
_01319_,6.365
_01390_,6.365
_01398_,6.365
MEM_WB_LDM\[27\],6.36
_01600_,6.36
_00377_,6.355
_00060_,6.35
_00094_,6.345
_00642_,6.345
_00723_,6.345
_00493_,6.325
_00832_,6.325
_01443_,6.325
_01833_,6.32
_05344_,6.32
net592,6.32
net1493,6.32
_05562_,6.315
_01152_,6.305
_01652_,6.3
_01749_,6.3
_02047_,6.3
_02167_,6.3
_02174_,6.3
_02457_,6.3
_02703_,6.3
_03758_,6.3
_03773_,6.3
_03819_,6.3
_03820_,6.3
_03911_,6.3
_04009_,6.3
_04027_,6.3
_04257_,6.3
_04332_,6.3
_04367_,6.3
_04375_,6.3
_04783_,6.3
_04888_,6.3
_05002_,6.3
_05036_,6.3
_05680_,6.3
_05686_,6.3
net767,6.3
net1028,6.3
net1029,6.3
net1033,6.3
net1097,6.3
net1174,6.3
net1198,6.3
REG\[11\]\[5\],6.28
_02271_,6.28
_04623_,6.28
_05803_,6.28
_01202_,6.275
_01802_,6.27
_05613_,6.27
_00070_,6.265
_00605_,6.265
_00898_,6.265
DM\[15\]\[16\],6.26
EX_MEM_ALUOUT\[17\],6.26
_02161_,6.26
_02186_,6.26
_02356_,6.26
_02576_,6.26
_02605_,6.26
_02694_,6.26
_02752_,6.26
_03452_,6.26
_03650_,6.26
_03677_,6.26
_03715_,6.26
_03969_,6.26
_03978_,6.26
_04155_,6.26
_04236_,6.26
_04274_,6.26
_05092_,6.26
_05835_,6.26
_05876_,6.26
net1415,6.26
_00623_,6.24
_01357_,6.24
_00154_,6.225
_00313_,6.225
_00403_,6.225
_00418_,6.225
_00447_,6.225
_00681_,6.225
_00856_,6.225
_01050_,6.225
_01205_,6.225
_01213_,6.225
NPC[17],6.21
NPC[30],6.21
WB_OUT[14],6.21
WB_OUT[18],6.21
_00863_,6.2
_01251_,6.2
_02076_,6.2
_02103_,6.2
_02586_,6.2
_02587_,6.2
_02689_,6.2
_03536_,6.2
_03772_,6.2
_03844_,6.2
_04063_,6.2
_04449_,6.2
_04924_,6.2
_05661_,6.2
_05951_,6.2
net579,6.2
net586,6.2
net615,6.2
net625,6.2
net647,6.2
net1031,6.2
net1072,6.2
_00077_,6.185
_00509_,6.185
_01063_,6.185
_01496_,6.185
EX_MEM_ALUOUT\[16\],6.18
_02418_,6.18
_02485_,6.18
_02555_,6.18
_02830_,6.18
_03293_,6.18
_03652_,6.18
_03678_,6.18
_03703_,6.18
_03901_,6.18
_04031_,6.18
_04090_,6.18
_04384_,6.18
_05537_,6.18
net216,6.18
net221,6.18
net285,6.18
net296,6.18
net297,6.18
net416,6.18
net468,6.18
net894,6.18
net1065,6.18
_01968_,6.16
_04710_,6.16
_05346_,6.16
_05851_,6.16
_01992_,6.14
_02572_,6.14
_02619_,6.14
_02634_,6.14
_02717_,6.14
_02773_,6.14
_03028_,6.14
_03164_,6.14
_03229_,6.14
_03982_,6.14
_04074_,6.14
_04108_,6.14
_04348_,6.14
_04737_,6.14
_05465_,6.14
_05705_,6.14
_05898_,6.14
net402,6.14
net690,6.14
net1067,6.14
net1127,6.14
_04178_,6.12
_04930_,6.12
_00480_,6.105
_01015_,6.105
_01070_,6.105
_01172_,6.085
_00201_,6.08
_00340_,6.08
_00785_,6.08
_00854_,6.08
_01448_,6.08
_02685_,6.08
_03115_,6.08
_03366_,6.08
_03695_,6.08
_04976_,6.08
net251,6.08
net274,6.08
net318,6.08
net499,6.08
net507,6.08
net564,6.08
net589,6.08
net698,6.08
net734,6.08
net816,6.08
net970,6.08
net1120,6.08
net1161,6.08
net1168,6.08
net1229,6.08
net1298,6.08
net1354,6.08
net1499,6.08
_00295_,6.065
_01391_,6.065
DM\[9\]\[30\],6.06
MEM_WB_ALUOUT\[1\],6.06
_02379_,6.06
net239,6.06
net242,6.06
net403,6.06
_00645_,6.04
_01035_,6.04
_01084_,6.04
_01122_,6.04
_03476_,6.04
net257,6.04
net442,6.04
net460,6.04
net464,6.04
net511,6.04
net618,6.04
net626,6.04
net808,6.04
net957,6.04
net1015,6.04
net1382,6.04
_00977_,6.035
_00066_,6.025
_00071_,6.025
_01533_,6.025
_01087_,6.015
_01203_,6.015
_01451_,6.015
_00122_,6.005
_00158_,6.005
_00436_,6.005
_00616_,6.005
_00829_,6.005
_00904_,6.005
_00936_,6.005
_01585_,6
_00446_,5.985
_00737_,5.985
net307,5.98
net410,5.98
net448,5.98
net482,5.98
net508,5.98
net566,5.98
net682,5.98
net729,5.98
net764,5.98
net856,5.98
net982,5.98
net1025,5.98
net1030,5.98
net1060,5.98
net1121,5.98
net1200,5.98
net1232,5.98
net1271,5.98
net1278,5.98
net1285,5.98
net1358,5.98
net1388,5.98
net1398,5.98
net1462,5.98
net1525,5.98
_00195_,5.965
_00765_,5.965
_00915_,5.965
_00364_,5.96
_05921_,5.96
net517,5.96
_00123_,5.945
_00445_,5.945
_00662_,5.945
_00914_,5.945
_00921_,5.945
_01836_,5.94
_03124_,5.94
_03749_,5.94
_04747_,5.94
_04902_,5.94
_05639_,5.94
net1531,5.94
_01153_,5.925
_03568_,5.92
_00356_,5.905
_01422_,5.905
_00627_,5.895
_01298_,5.895
_01512_,5.895
_00033_,5.89
_01137_,5.885
_01384_,5.885
NPC[12],5.87
_00082_,5.865
_00213_,5.865
_00420_,5.865
_01804_,5.86
_03497_,5.86
_03514_,5.86
_04829_,5.86
_05706_,5.86
net343,5.86
net352,5.86
net497,5.86
net616,5.86
net652,5.86
net676,5.86
net709,5.86
net736,5.86
_00899_,5.845
IF_ID_NPC\[30\],5.84
_01763_,5.84
_01800_,5.84
_02000_,5.84
_02313_,5.84
_02317_,5.84
_02398_,5.84
_02461_,5.84
_02626_,5.84
_02790_,5.84
_02851_,5.84
_02938_,5.84
_03016_,5.84
_03109_,5.84
_03173_,5.84
_03664_,5.84
_03737_,5.84
_03929_,5.84
_03981_,5.84
_04092_,5.84
_04255_,5.84
_04259_,5.84
_04265_,5.84
_04276_,5.84
_04322_,5.84
_04350_,5.84
_04760_,5.84
_05163_,5.84
_05294_,5.84
_05492_,5.84
_05778_,5.84
_05987_,5.84
net295,5.84
net501,5.84
net757,5.84
net788,5.84
net837,5.84
net950,5.84
net1037,5.84
net1244,5.84
net1272,5.84
DM\[2\]\[8\],5.83
_00815_,5.82
_03838_,5.82
_04196_,5.82
_04323_,5.82
_04602_,5.82
_04751_,5.82
_05905_,5.82
_00553_,5.805
_00571_,5.805
_00635_,5.805
_00828_,5.805
_00963_,5.805
_01081_,5.805
DM\[15\]\[20\],5.8
DM\[3\]\[30\],5.8
IF_ID_NPC\[12\],5.8
_02550_,5.8
_02630_,5.8
_02678_,5.8
_02764_,5.8
_02989_,5.8
_03143_,5.8
_03370_,5.8
_03776_,5.8
_03873_,5.8
_03899_,5.8
_03951_,5.8
_04073_,5.8
_04200_,5.8
_04228_,5.8
_04288_,5.8
_04417_,5.8
_04524_,5.8
_04863_,5.8
_05230_,5.8
_05386_,5.8
_05839_,5.8
_05877_,5.8
net1397,5.8
_01343_,5.78
_00068_,5.765
_00107_,5.765
_00312_,5.765
_00452_,5.765
_00579_,5.765
_00779_,5.765
_01021_,5.765
_01041_,5.765
_01065_,5.765
_01180_,5.765
_01250_,5.765
_01254_,5.765
_01283_,5.765
_01471_,5.765
_04849_,5.75
_02041_,5.74
_02193_,5.74
_02328_,5.74
_02578_,5.74
_02741_,5.74
_02799_,5.74
_02846_,5.74
_02949_,5.74
_02969_,5.74
_03313_,5.74
_03809_,5.74
_04003_,5.74
_04064_,5.74
_04069_,5.74
_04089_,5.74
_04262_,5.74
_04378_,5.74
_04403_,5.74
_05161_,5.74
_05869_,5.74
net644,5.74
net1374,5.74
_00374_,5.725
_00495_,5.725
_00742_,5.725
_01059_,5.725
_01468_,5.725
_01540_,5.725
EX_MEM_ALUOUT\[24\],5.72
_01953_,5.72
_02223_,5.72
_02293_,5.72
_02441_,5.72
_02607_,5.72
_02649_,5.72
_02732_,5.72
_02941_,5.72
_03010_,5.72
_03048_,5.72
_03051_,5.72
_03193_,5.72
_03660_,5.72
_03713_,5.72
_03748_,5.72
_03774_,5.72
_03795_,5.72
_03811_,5.72
_03871_,5.72
_04091_,5.72
_04184_,5.72
_04221_,5.72
_04258_,5.72
_04284_,5.72
_04420_,5.72
_04422_,5.72
_04869_,5.72
_05242_,5.72
_05509_,5.72
_05532_,5.72
_05834_,5.72
net329,5.72
net371,5.72
net471,5.72
net472,5.72
net630,5.72
net646,5.72
net1254,5.72
_05265_,5.71
_06006_,5.705
_01280_,5.7
_03504_,5.7
_04822_,5.7
_02291_,5.68
_02498_,5.68
_02546_,5.68
_02564_,5.68
_02590_,5.68
_02628_,5.68
_02647_,5.68
_02810_,5.68
